Time,F1_Actual,F1_Approximation,F1_RelativeError,F2_Actual,F2_Approximation,F2_RelativeError,F3_Actual,F3_Approximation,F3_RelativeError
0.000100,0.000200,0.000200,0.000000,1.000000,1.000000,0.000000,-9.210340,-9.210340,0.000000
0.010110,0.020220,0.020220,0.000009,0.999949,0.991577,0.008373,-4.594239,91.389810,20.892262
0.020120,0.040238,0.040238,0.000016,0.999798,0.983199,0.016602,-3.906050,92.382409,24.651108
0.030130,0.060255,0.060249,0.000091,0.999546,0.974868,0.024689,-3.502243,92.880760,27.520365
0.040140,0.080269,0.080251,0.000216,0.999195,0.966583,0.032637,-3.215391,93.213406,29.989758
0.050150,0.100278,0.100239,0.000391,0.998743,0.958345,0.040448,-2.992746,93.463034,32.229861
0.060159,0.120283,0.120209,0.000616,0.998191,0.950155,0.048123,-2.810757,93.662804,34.322986
0.070169,0.140281,0.140156,0.000891,0.997539,0.942011,0.055665,-2.656843,93.829313,36.316087
0.080179,0.160273,0.160078,0.001214,0.996787,0.933916,0.063074,-2.523490,93.972057,38.238923
0.090189,0.180256,0.179970,0.001587,0.995936,0.925868,0.070354,-2.405846,94.096971,40.111806
0.100199,0.200231,0.199828,0.002009,0.994984,0.917868,0.077505,-2.300596,94.208015,41.949394
0.110209,0.220195,0.219649,0.002479,0.993933,0.909917,0.084529,-2.205377,94.307961,43.762746
0.120219,0.240148,0.239429,0.002997,0.992782,0.902014,0.091428,-2.118441,94.398826,45.560519
0.130229,0.260090,0.259163,0.003562,0.991532,0.894161,0.098203,-2.038462,94.482122,47.349706
0.140239,0.280018,0.278849,0.004175,0.990183,0.886356,0.104856,-1.964409,94.559014,49.136112
0.150249,0.299933,0.298483,0.004835,0.988734,0.878600,0.111389,-1.895464,94.630416,50.924678
0.160259,0.319832,0.318060,0.005540,0.987186,0.870894,0.117802,-1.830967,94.697059,52.719704
0.170268,0.339715,0.337578,0.006291,0.985539,0.863237,0.124097,-1.770379,94.759539,54.525006
0.180278,0.359582,0.357033,0.007087,0.983794,0.855630,0.130275,-1.713253,94.818344,56.344038
0.190288,0.379430,0.376422,0.007928,0.981950,0.848072,0.136339,-1.659215,94.873884,58.179980
0.200298,0.399260,0.395742,0.008812,0.980007,0.840564,0.142288,-1.607948,94.926501,60.035801
0.210308,0.419069,0.414988,0.009739,0.977967,0.833107,0.148124,-1.559182,94.976488,61.914319
0.220318,0.438858,0.434159,0.010708,0.975828,0.825699,0.153848,-1.512683,95.024095,63.818238
0.230328,0.458625,0.453250,0.011719,0.973592,0.818341,0.159462,-1.468251,95.069539,65.750186
0.240338,0.478369,0.472260,0.012770,0.971258,0.811033,0.164966,-1.425710,95.113008,67.712745
0.250348,0.498089,0.491184,0.013861,0.968826,0.803776,0.170361,-1.384904,95.154665,69.708475
0.260358,0.517784,0.510021,0.014992,0.966298,0.796569,0.175649,-1.345699,95.194657,71.739934
0.270368,0.537453,0.528768,0.016161,0.963673,0.789412,0.180830,-1.307973,95.233111,73.809698
0.280377,0.557096,0.547421,0.017367,0.960951,0.782305,0.185905,-1.271618,95.270141,75.920383
0.290387,0.576711,0.565978,0.018610,0.958133,0.775249,0.190876,-1.236539,95.305849,78.074654
0.300397,0.596297,0.584438,0.019888,0.955219,0.768243,0.195742,-1.202649,95.340326,80.275248
0.310407,0.615854,0.602797,0.021201,0.952209,0.761287,0.200505,-1.169870,95.373653,82.524982
0.320417,0.635380,0.621053,0.022548,0.949104,0.754381,0.205165,-1.138132,95.405906,84.826776
0.330427,0.654874,0.639204,0.023928,0.945904,0.747526,0.209723,-1.107369,95.437151,87.183660
0.340437,0.674336,0.657248,0.025340,0.942609,0.740720,0.214181,-1.077525,95.467449,89.598794
0.350447,0.693764,0.675183,0.026783,0.939219,0.733965,0.218537,-1.048546,95.496857,92.075485
0.360457,0.713158,0.693007,0.028256,0.935736,0.727260,0.222793,-1.020383,95.525424,94.617198
0.370467,0.732517,0.710719,0.029758,0.932158,0.720605,0.226950,-0.992992,95.553198,97.227579
0.380477,0.751840,0.728316,0.031288,0.928488,0.714000,0.231008,-0.966331,95.580221,99.910471
0.390486,0.771125,0.745797,0.032846,0.924724,0.707445,0.234967,-0.940362,95.606533,102.669934
0.400496,0.790372,0.763160,0.034429,0.920868,0.700939,0.238828,-0.915051,95.632171,105.510265
0.410506,0.809580,0.780404,0.036038,0.916919,0.694483,0.242591,-0.890364,95.657168,108.436025
0.420516,0.828748,0.797528,0.037671,0.912878,0.688076,0.246256,-0.866272,95.681555,111.452063
0.430526,0.847875,0.814530,0.039328,0.908746,0.681719,0.249824,-0.842747,95.705362,114.563538
0.440536,0.866960,0.831410,0.041006,0.904523,0.675412,0.253295,-0.819763,95.728615,117.775960
0.450546,0.886003,0.848165,0.042706,0.900210,0.669153,0.256670,-0.797295,95.751340,121.095214
0.460556,0.905002,0.864796,0.044426,0.895806,0.662943,0.259947,-0.775321,95.773559,124.527600
0.470566,0.923956,0.881301,0.046166,0.891312,0.656783,0.263128,-0.753820,95.795296,128.079877
0.480576,0.942865,0.897679,0.047924,0.886729,0.650671,0.266213,-0.732771,95.816570,131.759305
0.490586,0.961728,0.913930,0.049700,0.882057,0.644607,0.269200,-0.712156,95.837402,135.573696
0.500595,0.980544,0.930053,0.051492,0.877297,0.638592,0.272091,-0.691957,95.857808,139.531472
0.510605,0.999311,0.946048,0.053300,0.872449,0.632625,0.274885,-0.672158,95.877806,143.641728
0.520615,1.018029,0.961913,0.055123,0.867513,0.626707,0.277583,-0.652744,95.897412,147.914305
0.530625,1.036698,0.977649,0.056959,0.862491,0.620836,0.280183,-0.633699,95.916640,152.359866
0.540635,1.055316,0.993255,0.058808,0.857382,0.615013,0.282685,-0.615011,95.935507,156.989991
0.550645,1.073882,1.008730,0.060670,0.852187,0.609237,0.285090,-0.596665,95.954023,161.817281
0.560655,1.092396,1.024075,0.062542,0.846907,0.603509,0.287397,-0.578650,95.972204,166.855469
0.570665,1.110857,1.039290,0.064425,0.841542,0.597827,0.289605,-0.560953,95.990059,172.119560
0.580675,1.129263,1.054374,0.066317,0.836093,0.592193,0.291714,-0.543564,96.007601,177.625977
0.590685,1.147615,1.069327,0.068218,0.830560,0.586605,0.293723,-0.526473,96.024841,183.392741
0.600695,1.165910,1.084150,0.070126,0.824943,0.581064,0.295631,-0.509669,96.041789,189.439669
0.610705,1.184149,1.098841,0.072041,0.819244,0.575570,0.297438,-0.493142,96.058454,195.788605
0.620714,1.202331,1.113403,0.073963,0.813463,0.570121,0.299144,-0.476884,96.074846,202.463688
0.630724,1.220454,1.127834,0.075890,0.807601,0.564718,0.300746,-0.460886,96.090974,209.491668
0.640734,1.238518,1.142135,0.077822,0.801657,0.559361,0.302245,-0.445141,96.106846,216.902264
0.650744,1.256523,1.156306,0.079757,0.795633,0.554049,0.303638,-0.429639,96.122470,224.728594
0.660754,1.274466,1.170348,0.081696,0.789530,0.548782,0.304926,-0.414374,96.137853,233.007675
0.670764,1.292349,1.184261,0.083637,0.783347,0.543560,0.306106,-0.399338,96.153003,241.781018
0.680774,1.310168,1.198045,0.085580,0.777086,0.538383,0.307177,-0.384525,96.167928,251.095334
0.690784,1.327925,1.211701,0.087523,0.770747,0.533250,0.308139,-0.369928,96.182632,261.003370
0.700794,1.345618,1.225229,0.089468,0.764331,0.528161,0.308988,-0.355542,96.197124,271.564926
0.710804,1.363247,1.238630,0.091412,0.757838,0.523117,0.309725,-0.341359,96.211409,282.848075
0.720814,1.380810,1.251905,0.093354,0.751269,0.518116,0.310346,-0.327375,96.225492,294.930642
0.730823,1.398306,1.265054,0.095296,0.744625,0.513158,0.310850,-0.313583,96.239380,307.902021
0.740833,1.415736,1.278077,0.097235,0.737906,0.508244,0.311235,-0.299980,96.253078,321.865412
0.750843,1.433099,1.290976,0.099172,0.731114,0.503372,0.311499,-0.286558,96.266591,336.940588
0.760853,1.450393,1.303751,0.101105,0.724248,0.498543,0.311640,-0.273315,96.279923,353.267371
0.770863,1.467618,1.316403,0.103034,0.717310,0.493757,0.311654,-0.260245,96.293080,371.010005
0.780873,1.484773,1.328933,0.104959,0.710299,0.489013,0.311540,-0.247343,96.306066,390.362741
0.790883,1.501857,1.341341,0.106879,0.703218,0.484310,0.311294,-0.234605,96.318886,411.557014
0.800893,1.518871,1.353628,0.108793,0.696066,0.479650,0.310914,-0.222028,96.331543,434.870792
0.810903,1.535812,1.365795,0.110701,0.688844,0.475030,0.310396,-0.209607,96.344043,460.640894
0.820913,1.552681,1.377844,0.112603,0.681554,0.470452,0.309736,-0.197339,96.356388,489.279434
0.830923,1.569476,1.389774,0.114498,0.674195,0.465914,0.308932,-0.185219,96.368582,521.296116
0.840932,1.586198,1.401586,0.116386,0.666768,0.461417,0.307980,-0.173244,96.380629,557.328931
0.850942,1.602844,1.413282,0.118266,0.659275,0.456960,0.306874,-0.161411,96.392533,598.187241
0.860952,1.619416,1.424863,0.120138,0.651716,0.452543,0.305612,-0.149716,96.404297,644.913462
0.870962,1.635911,1.436329,0.122001,0.644091,0.448166,0.304188,-0.138157,96.415925,698.873453
0.880972,1.652330,1.447682,0.123854,0.636402,0.443829,0.302596,-0.126729,96.427418,761.892527
0.890982,1.668671,1.458921,0.125699,0.628649,0.439530,0.300833,-0.115431,96.438781,836.466378
0.900992,1.684935,1.470049,0.127534,0.620833,0.435271,0.298892,-0.104259,96.450017,926.099969
0.911002,1.701120,1.481067,0.129358,0.612955,0.431050,0.296767,-0.093210,96.461127,1035.875111
0.921012,1.717226,1.491974,0.131172,0.605015,0.426867,0.294452,-0.082283,96.472115,1173.449602
0.931022,1.733252,1.502773,0.132975,0.597015,0.422723,0.291939,-0.071473,96.482984,1350.926326
0.941032,1.749198,1.513463,0.134767,0.588955,0.418616,0.289222,-0.060779,96.493737,1588.626018
0.951041,1.765062,1.524048,0.136547,0.580836,0.414547,0.286292,-0.050198,96.504374,1923.488248
0.961051,1.780845,1.534526,0.138316,0.572658,0.410515,0.283142,-0.039727,96.514900,2430.426852
0.971061,1.796546,1.544899,0.140073,0.564424,0.406520,0.279761,-0.029366,96.525316,3288.006425
0.981071,1.812165,1.555169,0.141817,0.556133,0.402562,0.276141,-0.019110,96.535625,5052.504382
0.991081,1.827700,1.565336,0.143549,0.547786,0.398640,0.272270,-0.008959,96.545829,10777.490324
1.001091,1.843151,1.575401,0.145268,0.539384,0.394754,0.268139,0.001090,96.555929,88550.226410
1.011101,1.858518,1.585365,0.146973,0.530928,0.390904,0.263734,0.011040,96.565929,8746.121300
1.021111,1.873800,1.595230,0.148666,0.522419,0.387090,0.259043,0.020891,96.575829,4621.829391
1.031121,1.888996,1.604995,0.150345,0.513858,0.383311,0.254052,0.030646,96.585632,3150.625705
1.041131,1.904107,1.614664,0.152010,0.505245,0.379567,0.248745,0.040307,96.595341,2395.474551
1.051141,1.919131,1.624235,0.153661,0.496581,0.375858,0.243108,0.049876,96.604956,1935.910253
1.061150,1.934068,1.633711,0.155298,0.487868,0.372184,0.237122,0.059354,96.614479,1626.776534
1.071160,1.948917,1.643092,0.156921,0.479106,0.368544,0.230768,0.068743,96.623913,1404.591864
1.081170,1.963679,1.652379,0.158529,0.470296,0.364937,0.224026,0.078044,96.633258,1237.188852
1.091180,1.978352,1.661574,0.160122,0.461439,0.361365,0.216874,0.087260,96.642517,1106.525657
1.101190,1.992937,1.670677,0.161701,0.452535,0.357826,0.209287,0.096391,96.651691,1001.699362
1.111200,2.007432,1.679689,0.163265,0.443586,0.354320,0.201239,0.105441,96.660781,915.732846
1.121210,2.021837,1.688611,0.164813,0.434593,0.350846,0.192701,0.114408,96.669790,843.953758
1.131220,2.036152,1.697445,0.166346,0.425556,0.347406,0.183643,0.123297,96.678718,783.115436
1.141230,2.050376,1.706191,0.167864,0.416477,0.343998,0.174029,0.132106,96.687567,730.891668
1.151240,2.064509,1.714850,0.169367,0.407356,0.340622,0.163822,0.140839,96.696339,685.572087
1.161250,2.078551,1.723424,0.170853,0.398194,0.337278,0.152981,0.149497,96.705034,645.871025
1.171259,2.092501,1.731912,0.172324,0.388992,0.333965,0.141460,0.158080,96.713654,610.803391
1.181269,2.106358,1.740317,0.173779,0.379751,0.330684,0.129209,0.166590,96.722201,579.601686
1.191279,2.120123,1.748638,0.175218,0.370472,0.327433,0.116172,0.175028,96.730675,551.659065
1.201289,2.133795,1.756878,0.176642,0.361156,0.324214,0.102288,0.183395,96.739078,526.489394
1.211299,2.147373,1.765036,0.178049,0.351804,0.321025,0.087488,0.191693,96.747411,503.698656
1.221309,2.160857,1.773114,0.179439,0.342416,0.317866,0.071696,0.199923,96.755675,482.964117
1.231319,2.174248,1.781113,0.180814,0.332994,0.314738,0.054826,0.208086,96.763872,464.018907
1.241329,2.187544,1.789034,0.182172,0.323539,0.311639,0.036782,0.216182,96.772001,446.640430
1.251339,2.200745,1.796877,0.183514,0.314052,0.308569,0.017457,0.224214,96.780066,430.641551
1.261349,2.213851,1.804643,0.184840,0.304533,0.305529,0.003273,0.232182,96.788065,415.863804
1.271359,2.226861,1.812334,0.186149,0.294983,0.302518,0.025544,0.240086,96.796001,402.172102
1.281368,2.239776,1.819950,0.187441,0.285404,0.299536,0.049515,0.247929,96.803875,389.450582
1.291378,2.252595,1.827492,0.188717,0.275796,0.296582,0.075366,0.255710,96.811687,377.599301
1.301388,2.265317,1.834961,0.189976,0.266161,0.293656,0.103304,0.263432,96.819439,366.531593
1.311398,2.277943,1.842358,0.191219,0.256499,0.290759,0.133568,0.271094,96.827131,356.171935
1.321408,2.290472,1.849683,0.192445,0.246811,0.287889,0.166434,0.278698,96.834764,346.454209
1.331418,2.302904,1.856938,0.193654,0.237099,0.285047,0.202228,0.286245,96.842340,337.320288
1.341428,2.315238,1.864123,0.194846,0.227363,0.282232,0.241330,0.293735,96.849858,328.718858
1.351438,2.327475,1.871239,0.196022,0.217604,0.279444,0.284188,0.301169,96.857321,320.604453
1.361448,2.339614,1.878286,0.197181,0.207823,0.276683,0.331341,0.308549,96.864728,312.936640
1.371458,2.351655,1.885267,0.198323,0.198021,0.273948,0.383430,0.315874,96.872080,305.679347
1.381468,2.363598,1.892181,0.199449,0.188200,0.271240,0.441236,0.323146,96.879379,298.800285
1.391477,2.375443,1.899029,0.200558,0.178359,0.268558,0.505714,0.330366,96.886626,292.270468
1.401487,2.387189,1.905813,0.201650,0.168501,0.265902,0.578042,0.337534,96.893820,286.063801
1.411497,2.398836,1.912532,0.202725,0.158626,0.263271,0.659698,0.344651,96.900962,280.156727
1.421507,2.410384,1.919187,0.203784,0.148735,0.260666,0.752553,0.351718,96.908054,274.527925
1.431517,2.421833,1.925780,0.204825,0.138829,0.258086,0.859019,0.358735,96.915096,269.158054
1.441527,2.433183,1.932311,0.205850,0.128910,0.255531,0.982253,0.365703,96.922089,264.029525
1.451537,2.444434,1.938781,0.206859,0.118977,0.253001,1.126474,0.372623,96.929033,259.126309
1.461547,2.455585,1.945191,0.207850,0.109032,0.250496,1.297443,0.379495,96.935929,254.433768
1.471557,2.466637,1.951540,0.208825,0.099077,0.248014,1.503252,0.386321,96.942778,249.938504
1.481567,2.477588,1.957830,0.209784,0.089111,0.245557,1.755618,0.393100,96.949581,245.628236
1.491577,2.488440,1.964062,0.210726,0.079137,0.243123,2.072185,0.399834,96.956337,241.491680
1.501586,2.499192,1.970237,0.211651,0.069155,0.240713,2.480801,0.406522,96.963049,237.518455
1.511596,2.509845,1.976354,0.212559,0.059165,0.238327,3.028150,0.413166,96.969715,233.698990
1.521606,2.520397,1.982415,0.213451,0.049170,0.235964,3.798919,0.419767,96.976337,230.024449
1.531616,2.530849,1.988420,0.214327,0.039170,0.233623,4.964334,0.426324,96.982916,226.486661
1.541626,2.541201,1.994371,0.215186,0.029166,0.231306,6.930657,0.432838,96.989452,223.078061
1.551636,2.551452,2.000267,0.216028,0.019159,0.229011,10.953116,0.439310,96.995945,219.791631
1.561646,2.561604,2.006109,0.216855,0.009150,0.226739,23.779496,0.445740,97.002397,216.620852
1.571656,2.571655,2.011898,0.217664,-0.000860,0.224488,262.175977,0.452130,97.008807,213.559663
1.581666,2.581607,2.017634,0.218458,-0.010869,0.222260,21.448553,0.458479,97.015176,210.602420
1.591676,2.591458,2.023319,0.219235,-0.020878,0.220053,11.540045,0.464787,97.021505,207.743861
1.601686,2.601209,2.028953,0.219996,-0.030884,0.217868,8.054324,0.471057,97.027794,204.979071
1.611695,2.610859,2.034535,0.220741,-0.040888,0.215704,6.275526,0.477287,97.034044,202.303461
1.621705,2.620410,2.040068,0.221470,-0.050887,0.213562,5.196779,0.483478,97.040255,199.712735
1.631715,2.629860,2.045551,0.222182,-0.060881,0.211440,4.472991,0.489632,97.046427,197.202868
1.641725,2.639211,2.050986,0.222879,-0.070869,0.209339,3.953874,0.495748,97.052562,194.770088
1.651735,2.648461,2.056372,0.223560,-0.080850,0.207259,3.563487,0.501826,97.058660,192.410854
1.661745,2.657612,2.061710,0.224225,-0.090823,0.205199,3.259321,0.507868,97.064720,190.121839
1.671755,2.666663,2.067001,0.224873,-0.100787,0.203159,3.015726,0.513874,97.070744,187.899913
1.681765,2.675614,2.072246,0.225506,-0.110741,0.201140,2.816308,0.519844,97.076732,185.742132
1.691775,2.684466,2.077444,0.226124,-0.120684,0.199140,2.650098,0.525778,97.082684,183.645721
1.701785,2.693218,2.082597,0.226725,-0.130614,0.197159,2.509480,0.531678,97.088601,181.608063
1.711795,2.701871,2.087705,0.227311,-0.140532,0.195199,2.389001,0.537542,97.094483,179.626687
1.721805,2.710424,2.092768,0.227882,-0.150435,0.193257,2.284655,0.543373,97.100331,177.699262
1.731814,2.718879,2.097788,0.228437,-0.160323,0.191334,2.193429,0.549170,97.106145,175.823581
1.741824,2.727235,2.102763,0.228976,-0.170195,0.189431,2.113018,0.554933,97.111925,173.997559
1.751834,2.735492,2.107696,0.229500,-0.180051,0.187546,2.041628,0.560663,97.117672,172.219219
1.761844,2.743650,2.112586,0.230009,-0.189888,0.185679,1.977837,0.566361,97.123386,170.486691
1.771854,2.751710,2.117435,0.230502,-0.199706,0.183831,1.920510,0.572026,97.129068,168.798200
1.781864,2.759672,2.122242,0.230980,-0.209504,0.182001,1.868725,0.577660,97.134717,167.152061
1.791874,2.767536,2.127007,0.231444,-0.219281,0.180189,1.821728,0.583262,97.140335,165.546675
1.801884,2.775302,2.131732,0.231892,-0.229036,0.178395,1.778896,0.588833,97.145921,163.980524
1.811894,2.782970,2.136418,0.232325,-0.238768,0.176619,1.739709,0.594373,97.151477,162.452163
1.821904,2.790541,2.141063,0.232743,-0.248477,0.174860,1.703729,0.599882,97.157001,160.960218
1.831914,2.798016,2.145669,0.233146,-0.258160,0.173119,1.670587,0.605361,97.162496,159.503380
1.841923,2.805393,2.150237,0.233535,-0.267818,0.171394,1.639967,0.610810,97.167960,158.080405
1.851933,2.812674,2.154766,0.233908,-0.277448,0.169687,1.611599,0.616230,97.173395,156.690104
1.861943,2.819859,2.159257,0.234268,-0.287051,0.167997,1.585250,0.621621,97.178800,155.331346
1.871953,2.826947,2.163711,0.234612,-0.296625,0.166323,1.560717,0.626982,97.184176,154.003049
1.881963,2.833940,2.168127,0.234942,-0.306170,0.164665,1.537824,0.632315,97.189524,152.704182
1.891973,2.840838,2.172508,0.235258,-0.315683,0.163025,1.516418,0.637620,97.194843,151.433761
1.901983,2.847640,2.176852,0.235559,-0.325165,0.161400,1.496362,0.642897,97.200134,150.190842
1.911993,2.854348,2.181160,0.235847,-0.334615,0.159791,1.477537,0.648146,97.205397,148.974527
1.922003,2.860961,2.185432,0.236119,-0.344031,0.158198,1.459838,0.653368,97.210632,147.783954
1.932013,2.867480,2.189670,0.236378,-0.353412,0.156621,1.443169,0.658562,97.215840,146.618298
1.942023,2.873906,2.193873,0.236623,-0.362758,0.155060,1.427447,0.663730,97.221021,145.476770
1.952032,2.880238,2.198042,0.236854,-0.372068,0.153514,1.412596,0.668871,97.226176,144.358613
1.962042,2.886477,2.202177,0.237071,-0.381341,0.151983,1.398550,0.673986,97.231304,143.263104
1.972052,2.892623,2.206279,0.237274,-0.390575,0.150468,1.385247,0.679075,97.236406,142.189547
1.982062,2.898678,2.210348,0.237464,-0.399770,0.148967,1.372632,0.684138,97.241482,141.137274
1.992072,2.904640,2.214383,0.237639,-0.408925,0.147481,1.360656,0.689175,97.246532,140.105647
2.002082,2.910511,2.218387,0.237802,-0.418039,0.146010,1.349274,0.694188,97.251557,139.094051
2.012092,2.916291,2.222358,0.237950,-0.427111,0.144554,1.338445,0.699175,97.256557,138.101896
2.022102,2.921980,2.226298,0.238086,-0.436141,0.143112,1.328132,0.704137,97.261532,137.128614
2.032112,2.927579,2.230206,0.238208,-0.445126,0.141684,1.318301,0.709076,97.266483,136.173661
2.042122,2.933089,2.234084,0.238317,-0.454067,0.140271,1.308920,0.713989,97.271409,135.236512
2.052132,2.938509,2.237931,0.238413,-0.462963,0.138871,1.299961,0.718879,97.276310,134.316663
2.062141,2.943840,2.241747,0.238496,-0.471812,0.137485,1.291398,0.723745,97.281188,133.413628
2.072151,2.949083,2.245534,0.238566,-0.480614,0.136113,1.283207,0.728587,97.286043,132.526941
2.082161,2.954239,2.249291,0.238622,-0.489368,0.134755,1.275365,0.733406,97.290873,131.656151
2.092171,2.959306,2.253018,0.238667,-0.498073,0.133410,1.267853,0.738202,97.295681,130.800825
2.102181,2.964287,2.256717,0.238698,-0.506728,0.132079,1.260650,0.742975,97.300466,129.960545
2.112191,2.969182,2.260387,0.238717,-0.515332,0.130760,1.253740,0.747726,97.305227,129.134908
2.122201,2.973990,2.264029,0.238724,-0.523884,0.129455,1.247106,0.752454,97.309967,128.323525
2.132211,2.978714,2.267642,0.238718,-0.532384,0.128163,1.240734,0.757159,97.314683,127.526022
2.142221,2.983352,2.271228,0.238699,-0.540831,0.126883,1.234608,0.761843,97.319378,126.742037
2.152231,2.987906,2.274786,0.238669,-0.549223,0.125617,1.228717,0.766505,97.324051,125.971221
2.162241,2.992377,2.278317,0.238626,-0.557560,0.124362,1.223047,0.771145,97.328702,125.213236
2.172250,2.996764,2.281821,0.238572,-0.565842,0.123121,1.217588,0.775764,97.333332,124.467757
2.182260,3.001069,2.285298,0.238505,-0.574067,0.121891,1.212329,0.780361,97.337940,123.734468
2.192270,3.005291,2.288750,0.238427,-0.582234,0.120674,1.207261,0.784938,97.342527,123.013067
2.202280,3.009433,2.292175,0.238337,-0.590343,0.119469,1.202372,0.789493,97.347093,122.303259
2.212290,3.013493,2.295574,0.238235,-0.598393,0.118276,1.197656,0.794028,97.351638,121.604759
2.222300,3.017473,2.298948,0.238122,-0.606383,0.117095,1.193104,0.798543,97.356163,120.917292
2.232310,3.021373,2.302296,0.237997,-0.614312,0.115925,1.188707,0.803037,97.360667,120.240592
2.242320,3.025195,2.305620,0.237861,-0.622179,0.114767,1.184460,0.807511,97.365152,119.574402
2.252330,3.028937,2.308919,0.237713,-0.629985,0.113621,1.180355,0.811965,97.369616,118.918472
2.262340,3.032602,2.312193,0.237555,-0.637727,0.112486,1.176386,0.816400,97.374060,118.272560
2.272350,3.036190,2.315443,0.237385,-0.645405,0.111362,1.172547,0.820814,97.378485,117.636432
2.282359,3.039702,2.318669,0.237205,-0.653018,0.110250,1.168831,0.825210,97.382890,117.009862
2.292369,3.043137,2.321872,0.237014,-0.660566,0.109149,1.165235,0.829586,97.387276,116.392631
2.302379,3.046497,2.325051,0.236812,-0.668048,0.108058,1.161752,0.833943,97.391643,115.784524
2.312389,3.049783,2.328207,0.236599,-0.675463,0.106978,1.158378,0.838281,97.395990,115.185335
2.322399,3.052995,2.331339,0.236376,-0.682811,0.105910,1.155108,0.842601,97.400319,114.594865
2.332409,3.056133,2.334449,0.236143,-0.690089,0.104851,1.151939,0.846902,97.404630,114.012918
2.342419,3.059199,2.337537,0.235899,-0.697299,0.103804,1.148865,0.851184,97.408921,113.439307
2.352429,3.062193,2.340602,0.235645,-0.704439,0.102766,1.145884,0.855448,97.413195,112.873849
2.362439,3.065116,2.343645,0.235381,-0.711508,0.101740,1.142991,0.859694,97.417450,112.316365
2.372449,3.067969,2.346667,0.235107,-0.718506,0.100723,1.140184,0.863923,97.421687,111.766683
2.382459,3.070752,2.349666,0.234824,-0.725432,0.099716,1.137458,0.868133,97.425906,111.224637
2.392468,3.073466,2.352645,0.234530,-0.732286,0.098720,1.134810,0.872326,97.430108,110.690063
2.402478,3.076112,2.355602,0.234228,-0.739066,0.097733,1.132239,0.876501,97.434292,110.162802
2.412488,3.078690,2.358538,0.233915,-0.745771,0.096756,1.129740,0.880659,97.438459,109.642703
2.422498,3.081202,2.361453,0.233593,-0.752403,0.095789,1.127311,0.884799,97.442608,109.129614
2.432508,3.083647,2.364348,0.233263,-0.758958,0.094832,1.124950,0.888923,97.446740,108.623392
2.442518,3.086028,2.367223,0.232922,-0.765438,0.093884,1.122654,0.893029,97.450855,108.123895
2.452528,3.088344,2.370077,0.232573,-0.771841,0.092946,1.120421,0.897119,97.454954,107.630985
2.462538,3.090596,2.372911,0.232216,-0.778167,0.092016,1.118248,0.901192,97.459035,107.144530
2.472548,3.092785,2.375726,0.231849,-0.784414,0.091097,1.116133,0.905249,97.463100,106.664399
2.482558,3.094912,2.378521,0.231474,-0.790584,0.090186,1.114075,0.909289,97.467149,106.190466
2.492568,3.096978,2.381297,0.231090,-0.796673,0.089284,1.112071,0.913313,97.471181,105.722608
2.502577,3.098983,2.384053,0.230698,-0.802684,0.088392,1.110120,0.917321,97.475197,105.260705
2.512587,3.100928,2.386791,0.230298,-0.808613,0.087508,1.108220,0.921313,97.479197,104.804641
2.522597,3.102815,2.389509,0.229890,-0.814462,0.086633,1.106369,0.925289,97.483181,104.354301
2.532607,3.104643,2.392209,0.229474,-0.820229,0.085767,1.104565,0.929249,97.487149,103.909576
2.542617,3.106414,2.394891,0.229050,-0.825914,0.084910,1.102807,0.933194,97.491101,103.470357
2.552627,3.108128,2.397554,0.228618,-0.831516,0.084061,1.101093,0.937123,97.495038,103.036540
2.562637,3.109787,2.400200,0.228179,-0.837034,0.083220,1.099423,0.941037,97.498960,102.608022
2.572647,3.111391,2.402827,0.227732,-0.842469,0.082388,1.097793,0.944935,97.502866,102.184704
2.582657,3.112941,2.405437,0.227278,-0.847820,0.081564,1.096205,0.948819,97.506757,101.766488
2.592667,3.114438,2.408029,0.226818,-0.853085,0.080749,1.094655,0.952687,97.510633,101.353279
2.602677,3.115883,2.410604,0.226350,-0.858265,0.079941,1.093143,0.956540,97.514494,100.944985
2.612686,3.117276,2.413161,0.225875,-0.863360,0.079142,1.091667,0.960379,97.518340,100.541516
2.622696,3.118618,2.415701,0.225394,-0.868367,0.078350,1.090227,0.964203,97.522171,100.142785
2.632706,3.119911,2.418225,0.224906,-0.873288,0.077567,1.088822,0.968012,97.525988,99.748704
2.642716,3.121155,2.420732,0.224412,-0.878121,0.076791,1.087449,0.971807,97.529790,99.359191
2.652726,3.122352,2.423222,0.223911,-0.882866,0.076023,1.086110,0.975588,97.533578,98.974163
2.662736,3.123501,2.425696,0.223405,-0.887522,0.075263,1.084801,0.979354,97.537351,98.593542
2.672746,3.124604,2.428153,0.222892,-0.892090,0.074510,1.083523,0.983106,97.541111,98.217248
2.682756,3.125661,2.430594,0.222374,-0.896568,0.073765,1.082275,0.986845,97.544856,97.845207
2.692766,3.126675,2.433020,0.221851,-0.900957,0.073027,1.081055,0.990569,97.548587,97.477344
2.702776,3.127645,2.435429,0.221322,-0.905255,0.072297,1.079864,0.994279,97.552305,97.113586
2.712786,3.128572,2.437823,0.220787,-0.909462,0.071574,1.078699,0.997976,97.556008,96.753862
2.722795,3.129457,2.440202,0.220248,-0.913579,0.070858,1.077561,1.001659,97.559698,96.398104
